packet_size,protocol,ttl,flow_duration,total_packets,total_bytes,packets_per_second,bytes_per_second,avg_packet_size,min_packet_size,max_packet_size,packet_size_std,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,packet_direction_ratio,flow_symmetry_ratio,unique_src_ports,unique_dst_ports,ttl_mean,ttl_std,ip_fragment_count,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_urg_count,tcp_flag_total,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,tcp_urg_ratio,retransmission_estimate,packet_size_entropy,timing_entropy,burstiness_score,packet_rate_variance,byte_rate_variance,payload_variability_score,inter_arrival_mean,inter_arrival_std,flow_idle_time,flow_active_time,packet_size_randomization_score,timing_jitter_score,fragmentation_anomaly_score,ttl_randomization_score,tos_randomization_score,window_randomization_score,header_consistency_score,timing_irregularity_score,flow_uniformity_score,obf_size_randomized,obf_timing_jittered,obf_fragmented,obf_ttl_randomized,obf_tos_randomized,obf_window_randomized,obf_jitter_ms,obf_fragment_index,obf_total_fragments,label,label_binary,attack_family,scenario_id,obfuscation_applied,obfuscation_type,obfuscation_severity
56,6,92.0,0.0,1,0,0.0,0.0,0.0,56,56,0.0,1,0,0,0,1.0,0.0,1,1,92.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.09025117547758658,0.0,1.0,1.0,1.0,0.0,0.09025117547758658,0.0,1,1,0,1,1,1,9.025117547758658,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
52,6,86.0,0.0,1,0,0.0,0.0,0.0,52,52,0.0,1,0,0,0,1.0,0.0,1,1,86.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,100.0,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
198,6,125.0,2.999076,3,0,1.000308094893227,0.0,0.0,198,198,0.0,3,0,0,0,3.0,0.0,1,1,125.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999076,0.1,0.9400207730160348,0.0,1.0,1.0,1.0,0.0,0.9400207730160348,0.0,1,1,0,1,1,1,94.00207730160348,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
34,6,49.0,2.998824,3,0,1.00039215372426,0.0,0.0,34,34,0.0,3,0,0,0,3.0,0.0,1,1,49.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998824,0.8111111111111111,0.22781298686468485,1.0,1.0,1.0,1.0,0.0,0.22781298686468485,0.0,1,1,1,1,1,1,22.781298686468485,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
63,6,36.0,0.0,1,0,0.0,0.0,0.0,63,63,0.0,1,0,0,0,1.0,0.0,1,1,36.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.8296108821672474,0.0,1.0,1.0,1.0,0.0,0.8296108821672474,0.0,1,1,0,1,1,1,82.96108821672475,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
51,6,78.0,0.0,1,0,0.0,0.0,0.0,51,51,0.0,1,0,0,0,1.0,0.0,1,1,78.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03695713030940163,0.0,1.0,1.0,1.0,0.0,0.03695713030940163,0.0,1,1,0,1,1,1,3.6957130309401625,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,86.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,86.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.01,1.0,1.0,1.0,1.0,0.0,0.01,0.0,1,1,1,1,1,1,1.0,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,76.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,76.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8112795931321903,1.0,1.0,1.0,1.0,0.0,0.8112795931321903,0.0,1,1,1,1,1,1,81.12795931321904,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,69.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,69.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,100.0,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
152,17,0.0,0.026718,2,96,74.85590238790328,3593.083314619358,48.0,152,152,0.0,1,1,48,48,1.0,1.0,1,1,0.0,0.0,0,1,0,1,0,0,0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
59,6,40.0,0.0,1,0,0.0,0.0,0.0,59,59,0.0,1,0,0,0,1.0,0.0,1,1,40.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.37353781358251986,0.0,1.0,1.0,1.0,0.0,0.37353781358251986,0.0,1,1,0,1,1,1,37.353781358251986,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
181,6,82.0,2.998578,3,0,1.0004742247825469,0.0,0.0,181,181,0.0,3,0,0,0,3.0,0.0,1,1,82.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998578,0.005555555555555556,0.6999988088840796,0.0,1.0,1.0,1.0,0.0,0.6999988088840796,0.0,1,1,0,1,1,1,69.99988088840796,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,110.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,110.0,0.0,3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.47631582700182507,0.75,1.0,1.0,1.0,0.0,0.47631582700182507,0.0,1,1,1,1,1,1,47.631582700182506,3.0,4.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
36,6,71.0,2.99882,3,0,1.0003934881053216,0.0,0.0,36,36,0.0,3,0,0,0,3.0,0.0,1,1,71.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99882,0.8,0.13109988133633427,1.0,1.0,1.0,1.0,0.0,0.13109988133633427,0.0,1,1,1,1,1,1,13.109988133633427,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
68,1,0.0,0.0,1,0,0.0,0.0,0.0,68,68,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,69.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,69.0,0.0,3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.47631582700182507,0.75,1.0,1.0,1.0,0.0,0.47631582700182507,0.0,1,1,1,1,1,1,47.631582700182506,3.0,4.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
57,6,65.0,0.0,1,0,0.0,0.0,0.0,57,57,0.0,1,0,0,0,1.0,0.0,1,1,65.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.8059827084798773,0.0,1.0,1.0,1.0,0.0,0.8059827084798773,0.0,1,1,0,1,1,1,80.59827084798773,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
60,6,41.0,0.0,1,0,0.0,0.0,0.0,60,60,0.0,1,0,0,0,1.0,0.0,1,1,41.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518304623486828,0.0,1.0,1.0,1.0,0.0,0.4518304623486828,0.0,1,1,0,1,1,1,45.18304623486828,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
159,6,74.0,2.998808,3,0,1.0003974912698645,0.0,0.0,159,159,0.0,3,0,0,0,3.0,0.0,1,1,74.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998808,0.11666666666666667,0.43602408343776455,0.0,1.0,1.0,1.0,0.0,0.43602408343776455,0.0,1,1,0,1,1,1,43.60240834377645,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
32,6,78.0,0.0,1,0,0.0,0.0,0.0,32,32,0.0,1,0,0,0,1.0,0.0,1,1,78.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.39423827230662695,0.25,1.0,1.0,1.0,0.0,0.39423827230662695,0.0,1,1,1,1,1,1,39.423827230662695,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,110.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,110.0,0.0,3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.31036641852220226,0.75,1.0,1.0,1.0,0.0,0.31036641852220226,0.0,1,1,1,1,1,1,31.036641852220225,3.0,4.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,85.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,85.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.512341411343331,0.5,1.0,1.0,1.0,0.0,0.512341411343331,0.0,1,1,1,1,1,1,51.2341411343331,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
146,6,113.0,2.99881,3,0,1.000396824073549,0.0,0.0,146,146,0.0,3,0,0,0,3.0,0.0,1,1,113.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99881,0.18888888888888888,0.3983512520910417,0.0,1.0,1.0,1.0,0.0,0.3983512520910417,0.0,1,1,0,1,1,1,39.83512520910417,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
167,6,97.0,2.998805,3,0,1.0003984920660063,0.0,0.0,167,167,0.0,3,0,0,0,3.0,0.0,1,1,97.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998805,0.07222222222222222,0.16655043426779584,0.0,1.0,1.0,1.0,0.0,0.16655043426779584,0.0,1,1,0,1,1,1,16.655043426779585,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
39,6,121.0,2.999066,3,0,1.0003114302919642,0.0,0.0,39,39,0.0,3,0,0,0,3.0,0.0,1,1,121.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999066,0.7833333333333333,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,100.0,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
60,6,0.0,0.0,1,0,0.0,0.0,0.0,60,60,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
195,6,91.0,2.999072,3,0,1.000309429050053,0.0,0.0,195,195,0.0,3,0,0,0,3.0,0.0,1,1,91.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999072,0.08333333333333333,0.2798429977852644,0.0,1.0,1.0,1.0,0.0,0.2798429977852644,0.0,1,1,0,1,1,1,27.98429977852644,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
45,6,85.0,0.0,1,0,0.0,0.0,0.0,45,45,0.0,1,0,0,0,1.0,0.0,1,1,85.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.04935170093984507,0.0,1.0,1.0,1.0,0.0,0.04935170093984507,0.0,1,1,0,1,1,1,4.935170093984507,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
104,6,57.0,2.999069,3,0,1.0003104296700076,0.0,0.0,104,104,0.0,3,0,0,0,3.0,0.0,1,1,57.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999069,0.4222222222222222,0.8097031241266782,0.25,1.0,1.0,1.0,0.0,0.8097031241266782,0.0,1,1,1,1,1,1,80.97031241266782,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
64,6,123.0,2.99907,3,0,1.0003100961298002,0.0,0.0,64,64,0.0,3,0,0,0,3.0,0.0,1,1,123.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99907,0.6444444444444445,0.6660471619837967,0.5,1.0,1.0,1.0,0.0,0.6660471619837967,0.0,1,1,1,1,1,1,66.60471619837966,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
